formula,space_group,formation_energy_per_atom
Fe5Pd,F-43m,0.23363026472984552
AuGa4,I4/mmm,0.09145130653155605
Ca3As,P4mm,-0.4199362387130616
CrNa3,Cmmm,0.8515193684396225
Au5Mn,Cmmm,-0.0340198901622936
Cu2Ge2,P4/nmm,0.1863597944661306
KPt,P4/mmm,0.1618379733553894
Cr2W,I4/mmm,0.06112377730908728
Ag2Al4,I4/mcm,0.046058420770861495
Cr5Nb,Cmmm,0.0783894885691474
Cr5Nb,Cmmm,0.08504609543633279
Cr8Sn,I4/mmm,0.36795123224026977
Cr4Rh,I4/mmm,0.6346711220946574
CuK,P-6m2,0.5618755958170236
Ir2Na,Immm,0.2358284209454311
Ni2Sb2,P4/nmm,-0.05769737782702933
CrNb3,Cmmm,0.07240175430795937
In4Mn4,Pnma,0.25309619708053255
GaNp,R-3m,-0.1393437317112527
InV,P4/mmm,0.3485211857579378
VBr2,I4/mmm,-0.410063217628896
CuGe3,P4/mmm,0.23439477735781278
KPb,P4/mmm,-0.04053939337288526
KSn,P4/mmm,0.03188884051765939
InTh,P4/mmm,-0.24674362107901882
AcV,Pm-3m,0.6825734085499287
CrSn2,I4/mmm,0.2617738281861198
Ba3Cu,P4/mmm,0.04839751890468813
K2Sn4,I4_1/amd,-0.1488476600167298
Cr5Rh,P4/mmm,0.06377035545917072
FePt,P4/mmm,0.1044084665960856
Ba3Cu,P4/mmm,0.03947029678976843
NiSb3,I4/mmm,0.43809799586268205
FePt3,P4/mmm,0.01891473012000766
CsYb,F-43m,0.6736704833459317
Fe2Ir,I4/mmm,0.09902168126545045
InV,Fm-3m,0.8176152594236008
AuNp,F-43m,2.1495720761711983
Cu44Ni2,Fd-3m,0.1180290791446753
BaAs4,I4/m,-0.22180571274353297
Cu6Pt6,P-1,-0.11960343332799302
K2Na2,I4_1/amd,0.023216365938315775
Pb2Sb2,Imma,0.06114768918972846
W5P,F-43m,0.760492533042194
Cr2Nb2,Fd-3m,0.13443054279504985
AgTa3,Fm-3m,0.31875964004937174
Ni2Rh2,Cmme,0.2229648259063426
BaV5,P4/mmm,0.43246959986300126
Na7Pt,Fm-3m,0.0551020299561471
WP3,Fm-3m,0.38936919152780547
Fe8Pb4,Pa-3,1.127174672553231
Al3Cr,Pm-3m,-0.11191933731672865
CaCr3,Imm2,1.0513220301705486
Al3Cr,I4/mmm,-0.1551539401644879
Nb3P4,I4/mmm,-0.7612680442137554
Pd4Ta26,P4_2/mnm,0.0798275323361679
Al4Ga8,Pnma,0.0662554584094277
Th6Ge4,P4/mbm,-0.8316474113878478
RbU,P-6m2,1.1812050215563366
CrP,Fm-3m,-0.21545513027811847
MnNi,F-43m,1.5847576502533247
Mo3Nb,Pm-3m,0.41286689646808306
AlNb5,P4/mmm,0.007543941654965636
Ta10Ge6,I4/mcm,-0.47560114764482186
Ag4Na2,Pnnm,0.016511681956590547
Ba2V2,I4_1/amd,1.4341046655489045
Mo16Nb8,Fd-3m,0.39508928744790356
AgP3,Pm-3m,0.6993426805573235
RbU,P-6m2,1.1722792845582193
Sr8W4,Pa-3,1.5620329569499674
Ir2As6,Pm-3n,0.4610860963482031
Ba2Fe2,P6_3mc,1.432824894896533
Pb5Sb3,Cmmm,0.04429301984094014
AlRh2,I4/mmm,-0.6427034311591117
AuSr,Pm-3m,-0.7420538966163632
K2As2,P4/nmm,-0.16010614214901775
Mo4P4,P2_13,-0.5185167056942248
SrW4,Im-3m,3.2953898243124797
CuFe,F-43m,1.458478172494921
NaPt3,Fm-3m,0.12379635142912182
Ag2In4,I4/mcm,-0.0368942050166865
GaSr,P-6m2,-0.11611704996160954
AcAl3,I4/mmm,-0.024111338826820372
FePb3,P4/mmm,0.48167141785814493
Ca5Cu3,P4/mmm,-0.05659006698840985
Ga2Pt2,P4/nmm,-0.2900444828879625
Fe3V,Cmmm,-0.0559529631309843
BaAs,P4/mmm,-0.8242741931404591
Ta2Ge,I4/mmm,-0.17097962900190447
Ag2Na4,Pnnm,0.10089439521874066
Fe4W2,Cmcm,0.10004967378245055
InNb,Fm-3m,0.6373364957229786
Fe2Pb2,P4/nmm,0.5712586162799171
Ir5As,F-43m,0.7876346656538438
As3Br,P4/mmm,0.21257408243728815
Fe2V4,Cmcm,-0.13789105996042514
Pb4V4,P2_13,0.5410168853053765
CuNi5,F-43m,0.19780165685438375
In4Br2,Cmcm,-0.33727415785984444
SrI,Fm-3m,-1.1425274083601475
Ag3K,I4/mmm,0.21027149759185226
PbGe3,Fm-3m,0.10508269396146463
Ba8P,I4/mmm,-0.13168947193545893
CrYb,F-43m,1.563562392238151
AuP,F-43m,0.216376917775559
CaGe3,Fm-3m,-0.2835520166753325
K4Sn2,Pnnm,0.03814152478350241
Ga2As,I4/mmm,0.11219544069858323
CuSn,F-43m,0.35445426238703925
AgIn2,P4/mmm,0.07716487892178729
BaTa2,P4/mmm,2.6742888561602256
Cu5Pt5,P-1,-0.12490049326850468
Sb3Ge5,Cmmm,0.27985216752503206
AlTa8,I4/mmm,-0.03899804492552366
FeMo5,F-43m,0.546571882198973
Sr2W2,Fd-3m,1.3964235494759736
Ba2V2,P4/nmm,0.7014600764628796
AsBr3,P4/mmm,0.5071995218617864
Fe26Mo2,Fm-3c,0.4051483533428351
CrEu,Fm-3m,0.9504176641676194
W2Sb2,Fd-3m,0.9266181348642304
Au2P,I4/mmm,0.31206914968395577
MoNb,Pm-3m,-0.13122830594310386
Cr4Rh8,I4_1/amd,-0.08744827186452397
Ba8Bi6,I-43d,-0.952543718522009
Au8In,I4/mmm,-0.04800995258974636
MoV4,I4/mmm,0.5719330538235908
Cr12W18,P4_2/mnm,0.3721570960262284
AlPd,P-6m2,-0.7587414640727959
Ba2Ge2,Cmcm,-0.242087032344104
Mn6Sn2,I4/mmm,0.2060444772109209
Au2Mn2,Pmma,0.012775318642238354
KNa2,I4/mmm,0.0142078707647042
AlPd2,P4/mmm,-0.09437179889131582
CuI,P-6m2,0.16111757169669438
Cr2As,Fmmm,1.20373859087688
Mn4Mo5,I4/mmm,0.16044788136354604
K2Sn4,I4_1/amd,-0.14841373755593365
Al2Pb4,Pnnm,0.25989101343841386
Sr8Bi6,I-43d,-0.9292699023510173
Mn2Mo4,I4/mcm,0.148827009312118
Ag3Al4,I4/mmm,-0.007073979216813139
GaPt5,Cmmm,-0.27716138964869685
Cr8Rh4,I4_1/amd,0.09017960251361619
CuYb,P-6m2,-0.04754515436727713
SrAs2,Fmmm,0.9507100421627855
Au2As,Fmmm,0.1483135096731356
Fe3Ga4,I4/mmm,0.07831185913035402
V2Br4,I4_1/amd,0.015611011119948634
AgAl2,I4/mmm,0.04549103281317043
Al4Pd2,P4_2/mnm,-0.2908299967509844
Nb10Ge6,P6_3/mcm,-0.5620901117693196
IrP2,Fm-3m,-0.35845186012646363
FePb,Pm-3m,0.8426981996656657
Pt6Sn2,I4/mmm,-0.32478502768861794
K5As,P4/mmm,-0.043406129671464434
BaIr2,Fm-3m,1.7508225033464004
Pd2Ta2,P4/nmm,-0.29805662428292123
Ba8Cu4,Pnma,0.058806726742609484
Ba2Pd4,Immm,-0.351981708479304
Mo2Pb4,Cmcm,0.836551452064942
Ca4P2,Pnnm,-0.8955902962299666
Ba4Ir2,Fd-3m,1.2092215221026048
Mo2Nb6,Pm-3n,0.05416714017822777
GaP7,Fm-3m,0.6729407778305001
InNp,Fm-3m,0.8057627772406146
Pd2Rh2,P4/nmm,0.041022411361649525
Pt2As,I4/mmm,-0.034095013197062464
Fe2As4,Pnnm,-0.27267849749146933
Pd4Rh5,I4/mmm,0.09005709398958414
BaFe3,P4mm,0.8829292337864798
AcSm,Fm-3m,0.36552272457449453
KNi3,Immm,0.7556957670325106
BaFe2,I4/mmm,0.8755973013057728
AsBr3,Pm-3m,0.5177541344689449
WP3,Fm-3m,0.39048986216715686
Fe2Pt2,P4/nmm,0.07831322923811257
Cr3Br2,R-3m,0.6807631171727635
KNa2,I4/mmm,0.009599848349470511
Fe2Ga2,P4/nmm,-0.024049236442546196
VBr3,P4/mmm,-0.27226580086672625
Ba2Ir,Fm-3m,-0.08916054569939884
Pt2As2,P4/nmm,-0.10985903027614174
In5Sn,P4/mmm,-0.001567924982017151
Ga12Pt12,Pbcm,-0.47264748522039685
Ga2Br2,Pmmn,-0.5777253611313591
BaBr2,I4/mmm,-2.124535582082067
Ca2In2,P4/nmm,-0.458801559172195
Ir2Mn2,P4/nmm,-0.009185661061509975
K5P3,Cmmm,0.022912394843866757
Sn4P,Im-3m,0.1624301464290653
V2Br2,P4/nmm,-0.1457084697899882
Fe2Ga4,I4_1/amd,-0.00407482381316034
SnP,Fm-3m,-0.09440152081224173
Nb2Pb4,Cmcm,0.5324324151474708
BaPd,Cmmm,-0.4783613083554825
PbSb,Cmmm,0.10493256781599491
Ce4Sb8,Cmce,-1.0093768112312318
Cr5P24,I-43m,0.4558804071858427
GaRb,R-3m,0.3709528424798503
IrNa3,Immm,0.4171477206495835
Nb4Pb2,Cmcm,0.2068769972852896
SnP,Fm-3m,-0.09479073142317151
Cu5Pt7,P1,-0.0938955697698211
Pb16V8,Fd-3m,0.31548104010822914
K2Ge4,Pnnm,0.20583142338553687
CuPb,F-43m,0.6068640491029402
Al3Sn,Imm2,0.1655793976137554
GeP5,Amm2,0.2502946082764126
CrNb3,Pm-3m,1.7503015790430183
Nb2Pb,Fmmm,0.24983735273049965
Ce20Ir16,Pnma,-0.539478361802414
Ba16Ir4,I-43m,0.2012769031781847
Pd3Sb,Immm,-0.3754922119956188
Mo4Nb4,P2_13,0.2752814592945132
BaCu3,Pmmm,0.2453032477954502
BiGe,P4/mmm,0.21415300492640155
As16Br4,I23,0.33519920200048003
Ag8Ta4,Pa-3,1.3870426358454473
RbBi,F-43m,0.6406652800277259
K6Ni4,Fdd2,1.1132662060029634
Ga5Pt24,I-43m,-0.06752126865348507
BaCu5,Cmmm,0.24990631648774672
RhYb,Pm-3m,-0.4724318611785012
Ag2P,Fm-3m,0.14794573991516793
Ag6Al2,Pmmn,-0.03627826324029826
PAs4,Im-3m,0.4778014059865242
Ag8P16,Fd-3m,0.5141729398957775
Pd8Sb4,Cmc2_1,-0.46303808820326964
Na2Pd,Fmmm,-0.0417511614547165
Au6Nb2,Pmmn,-0.052928390252087176
Ge5P3,Cmmm,0.40018069402653555
WSb,Pm-3m,0.635789304038278
Mo2Sr2,P4/nmm,0.5498863203754158
AlK3,P4/mmm,0.2818258477525277
CaGa4,C2/m,-0.4087614125768802
V4W2,I4_1/amd,0.5373678233111873
Fe6Ir2,I4/mmm,0.035264409751983194
AgSn4,I4/mmm,0.26720761354658296
Na2Pt2,P4/nmm,0.014953511075054493
MoTa2,I4/mmm,-0.14780999507233852
FePd,Pm-3m,0.06110118553227295
P3As,Pm-3m,0.7466427268971589
Cr2Nb6,Pm-3n,0.10855460893502489
Cr3Nb,Pm-3m,2.842053501474326
P5As,F-43m,0.7834809435520972
FeMn,Pm-3m,0.1235497884165575
Mn3W,Pm-3m,0.19220587632216635
Sn2W2,P4/nmm,0.7018631931675055
Cu3Sn,P4/mmm,0.06397512156376983
IrBr3,P4/mmm,1.0903733890113694
Mo3Sr,Cmmm,0.7152137656734343
Fe3Ir,P4/mmm,-0.04825049484142774
FePd3,Pm-3m,-0.1114107298153808
P8Br16,Fd-3m,0.5198137568723528
K8P4,Pnma,-0.08441431241405144
VW2,I4/mmm,-0.09507864448384377
Al6Cu2,Cmcm,-0.0017060816812031199
Ag2Ge2,Cmcm,0.19080031620764526
Fe3Pd,Pm-3m,0.05742033853823436
WAs3,P4/mmm,0.23299682616069006
Sn2W2,P4/nmm,0.7094631933980757
NaPt2,I4/mmm,-0.046822418080523086
MnW,Fm-3m,0.9855550840613176
Ba3Ta,P4/mmm,0.8496433783953377
Fe5Ir4,I4/mmm,0.005223729728735786
Cr4Nb4,P2_13,0.3954713383290649
Ba4In2,I4/mcm,-0.2700885921319666
AgGe2,Immm,0.22694851921886952
Na4Pt5,I4/mmm,0.0008579267341291244
InSn2,I4/mmm,0.014808621346324102
Pt3V,P4/mmm,-0.42674837572916946
Al4Rh2,Imma,-0.3845005338222644
SbGe3,Imm2,0.3209652310163591
RbV,P-6m2,1.6020981680290052
CrSr2,I4/mmm,0.5298477852028718
NbV2,I4/mmm,0.020850816557465162
MoSr3,P4/mmm,0.8728761706255601
AlSb,Cmmm,0.2495095536161731
As2Br2,Fd-3m,0.4243112390513999
Al2P,I4/mmm,0.0140671388629805
Pb6As18,Pmmn,0.17532978280276032
Pt2V2,P4/nmm,-0.40219710480223547
Al3Ta,P4/mmm,-0.10250826714776018
Ir2V,I4/mmm,-0.35865352098683917
V3W,P4/mmm,-0.0355875914198176
Au3P,Pmm2,0.25847107530371227
Au3Cr,P4/mmm,0.08204461520697759
AgBr,Cmmm,-0.2694783941406529
Ag3Sn,P4/mmm,0.01842986948632186
Ag12Br12,Pbcm,-0.342706718874014
Ir4Ta8,Pnma,-0.34452345467469314
Mn2V,I4/mmm,-0.07065210152752854
Mn2V6,I4/mmm,0.030198363253379767
Pb3As,Immm,0.050839189689060316
Ir3V,I4/mmm,-0.3980924594769846
Na6Pb2,Pm-3n,-0.10995209009518092
SnV,F-43m,1.1915693404471313
Pb3Sb,Pmmm,0.052771092880843806
Ir8Pd16,Fd-3m,0.3399996705513632
Fe26Pd2,Fm-3c,0.33745549652666745
Al4Ta5,I4/mmm,-0.15598046655865025
Sb6Ge2,Pmmn,0.19057628733805299
Al2Cu4,Pnnm,-0.0342056402310759
Ba4In2,I4/mcm,-0.2699715745953493
Ga3Na,P4/mmm,-0.02498828092222638
AcSb,Fm-3m,-1.3729502658314
Ba2Sn4,Cmcm,-0.49985776652519043
Ga8Pt16,Fd-3m,-0.3537022999127923
Ca4Cr2,I4_1/amd,0.5590748155391374
SbGe3,Immm,0.31343600385200343
CrNa3,Immm,0.5423186726893348
Al2Ta4,Pnnm,0.5322056089761146
Al3Sn,Immm,0.18625888652984735
TaV2,Fmmm,0.06410191820283373
Cr3Sr,P4/mmm,2.343766949356529
Ba2Sn2,Cmcm,-0.7239831978783742
Al2Cu6,Pmmn,-0.2033060160153859
GaMn5,P4/mmm,-0.0046963599806891425
Mn2V,I4/mmm,-0.07553130527083714
Ca2Cr2,I4_1/amd,0.7767976291677305
As4Br4,P2_13,0.4151265229348966
Ag2Mn2,P4/nmm,0.28059585739462634
Na3Sn,Pm-3m,-0.17400655539923737
CuK4,Im-3m,0.22363906693456065
P2As2,Fd-3m,0.5730281592022672
Ir16Pd8,Fd-3m,0.7222316351201421
Mn16W4,I-43m,0.47198045988324966
Fe4Pb8,Pa-3,0.6140265799270838
Ga2As2,I4_1/amd,0.20163764480006519
Ir3V,P4/mmm,-0.23904131030185383
Ag2Ge2,Cmcm,0.18889745655009937
KP3,Cmmm,0.5613300460352102
NaPb,Pm-3m,-0.13560667529641046
Na3Pb,Pm-3m,0.15188510807490974
CrSr2,P-3m1,0.6873434987115896
Mn2P3,P-3m1,-0.20376809850415184
GaW3,R-3m,0.20862887402654984
Ni6P7,R-3m,0.21123925005053387
Cr3As,R-3m,0.24630087000719492
AuBa3,R-3m,-0.35921780203350995
MnPt3,R-3m,-18.573013651673005
CuMo3,R-3m,-31.71190695205393
Ag7K6,R-3m,-0.799262781023993
SrGe3,R-3m,0.026472867058080496
Ba2Pd2,R-3m,-0.2510851925382154
CrAs2,P-3m1,0.45162483639853807
Ga2Rh2,P-3m1,-0.1674072526222794
NbGe3,R-3m,0.14558068974024607
VP3,R-3m,0.02003815160070843
Fe2Sr2,R-3m,0.3443975872753781
CuSn2,P-3m1,0.32596932041510246
Au2Ba2,R-3m,-0.6144770945261634
Fe4Pb8,Pnma,0.8179783771490255
CuGe2,R-3m,0.24470264222523555
IrGe2,P-3m1,0.15354047910111626
Mo2Pt,P-3m1,0.2234326560339331
BaP2,P-3m1,-0.7012508075041358
CuSn3,R-3m,0.05927729208532195
NbGe,R-3m,-0.07515988623160386
Ir3V2,P-3m1,-0.19939801240576288
Au2Ga2,R-3m,-0.0924730491403416
InYb,P4/mmm,-0.5505183825863234
SnP4,Im-3m,0.9161730438708098
Pd2Pt,P-3m1,0.046950925965286196
Ba3Na2,P-3m1,0.12639225659383585
W2As,P-3m1,0.4397048139035877
Pt2Rh2,P-3m1,0.053045881992666466
Fe2Rh3,R-3m,0.024507315469892887
FePd3,R-3m,-0.06547309687766578
CuSn3,R-3m,0.05717183149346461
Cr2Nb4,Pnnm,0.691069255071028
Cr4Nb2,Pnnm,0.2767052758592463
FeTa,R-3m,0.1801425579882121
Cr2Sr2,P-3m1,1.055017513315704
PdP2,P-3m1,-0.246385152885941
Cu3In2,R-3m,0.21927792993655829
Fe2Rh3,R-3m,0.026600470093900697
Ga2W2,R-3m,0.23897685898283516
Fe4Rh2,P-3m1,0.03192305570864207
Pd7Sb6,R-3m,-0.24138056505056119
Rh3Ge2,R-3m,-0.2583557213562656
InP3,R-3m,0.18455065530458548
Cu7In6,R-3m,0.05429844358200105
Fe2Pd,P-3m1,0.06893009126597605
FeAs2,P-3m1,0.09728033764427242
Fe2V,P-3m1,0.3096441531276592
Ir2Ni,P-3m1,0.19543809763005507
V7P6,R-3m,-0.32915599963320447
Ag4Al6,R-3c,0.2770130587326555
Ir2Ta6,Pmmn,-0.1797791506566746
Ag5In,P4/mmm,0.011486241711963293
IrNa3,Cmmm,0.38757305213867577
Mn2Sn,I4/mmm,0.19912381267937462
Pd2W2,Cmme,-0.0015386510129893338
Ga3Nb2,R-3m,-0.011436405959109663
Ga3V,R-3m,0.0027101950284702525
Ir2Sn2,P-3m1,0.2678668073913597
Pb4I8,R-3m,-0.670563589825953
Fe8Sb4,Pnma,0.3155557497340489
KNa2,I4/mmm,0.018462008680695547
PdSb3,R-3m,-0.12468855409975355
Ba3Pd,R-3m,-0.30804711877289215
KNb3,R-3m,0.759457350376362
Ca2Fe2,R-3m,0.21188943484060463
In2Rh2,P-3m1,0.13372380721117683
AuGa2,P-3m1,0.0318140571360388
Ba4Cu2,Pnnm,0.030403992902906296
Ag2Al4,I4_1/amd,0.23964349099594826
AgAl2,I4/mmm,0.007382993996631153
FePb3,Pmm2,0.5456989985477598
KNa3,P4/mmm,0.014730326021827223
AgTa7,Fm-3m,0.26452343068893924
Cu3P2,P-3m1,0.05750815394480711
Cr14Ta2,R-3m,0.062262116213030794
Cr2As,P-3m1,0.24171206535341483
Fe5Ga4,I4/mmm,-0.06268097311393699
In2Br2,Cmcm,-0.8192525431939348
PdW,P4/mmm,0.24073413844068092
CrSn4,I4/m,0.4307053984440863
Cr2W,I4/mmm,0.06186249207475214
K2P2,I4_1/amd,0.24762191640585307
AgAl,P4/mmm,-0.00198108580993539
Ba2Pd3,P-3m1,-0.4162907627509099
Au2Ba2,R-3m,-0.5877429852550415
In6Mn18,Pmmn,0.3345304795585899
Ac4Bi6,R-3c,-0.32782927636499154
Sn2W,I4/mmm,0.362958406227379
CuGe5,P4/mmm,0.36506937225223207
VBr2,I4/mmm,-0.3904989522570818
KGe2,Immm,0.02514699778010983
PbSb,P4/mmm,-0.029336682293587213
Cr2Rh2,I4_1/amd,0.022027287418769248
Ir2As4,Fd-3m,1.0017580786940574
Ba16Ir4,I-43m,0.20136038674406329
Ag2Na4,I4/mcm,-0.05035175010254248
Fe5Sb,Cmmm,0.18717885638433293
IrTa2,Immm,-0.35119134242910616
SnP,Fm-3m,-0.09453313366342808
Cr3W,P4/mmm,0.056673952335888345
Cu6Fe2,Pm-3n,0.2644123682040105
Pd3Pt,R-3m,0.03894677811567604
Au4Mn,R-3m,0.03656630244594794
Ag4Al4,I4/mmm,-0.015127320994988036
Ba2Cu,I4/mmm,0.028339657212137343
Ir5Na,Amm2,0.30689272506459514
NpRh,R-3m,-0.015242698819310618
InTa3,P4/mmm,0.17092250034214196
Ag5Al,P4/mmm,-0.02715605078963061
KNa3,P4/mmm,0.012900929642076786
AuSr,F-43m,-0.3245322540582869
Al2Rh2,P-3m1,-0.38843481991564044
Mn5Sb4,I4/mmm,0.17898473734851372
Ir4Ta4,Pnma,-0.5676369964440191
Ga4Pt4,P2_13,-0.6357998298661194
Cu4Ge2,I4_1/amd,0.27690739342220994
Ni2Sn4,I4_1/amd,0.21865531030163274
InGe,P-6m2,0.06788393854618846
KP5,Cmmm,0.0256133907113328
Fe2Pt2,P4/nmm,23.193570485481807
Na2Pt2,Fd-3m,-0.013959755417407127
Nb24As8,P4_2/n,-0.5454044203795565
Fe4Mo16,I-43m,0.7562870920394872
Ga16P8,Fd-3m,0.19954910720584648
Ni4Sb3,I4/mmm,-0.09200225872040287
Au2Mn2,Cmcm,0.12423285963926123
Cr2Sn2,P4/nmm,0.937295597133363
FeMo,Fm-3m,0.7999669414053301
AuIn,P4/mmm,-0.10157625884646704
WAs2,P-3m1,0.058468278457406576
K6Ge18,Pmmn,0.06909312908869876
As5Br4,I4/mmm,0.0661734483483273
Ba2V4,I4/mcm,1.3112422492392841
Ir4Na2,Pnnm,0.7113253348531856
K4Ge2,Cmcm,0.1993859881267337
AcPa,Fm-3m,1.0746354524922301
CuI,P-6m2,0.25216627756420884
Fe2Pt2,P4/nmm,0.07265271654582595
PdW3,Cmmm,0.07698911509818096
Cu7Pt5,P1,-0.12244535684174451
Fe4Na4,P2_13,1.7236679830938106
Ga5Br3,Cmmm,-0.24146702576885737
RhTh,P4/mmm,-0.6000988720301743
Pd2W,Immm,-0.07415643897839175
InTa2,I4/mmm,0.16431342304642982
Cr3W,P4/mmm,0.07225110745977048
PbV,F-43m,1.6035179146903147
Mn2Ni,P-3m1,0.13868654269656724
Ga13Mn13,R-3m,5.485676899432976
Ag2Al3,I4/mmm,-0.004097438258424546
Cu2Ge2,P4/nmm,0.19323336506391176
As8Br4,Pa-3,0.4426724631388452
Sn2W4,I4_1/amd,0.8977808676823535
K2Ni2,Imma,1.102450928894866
IrMn3,P4/mmm,0.03211107006470293
VBr3,I4/mmm,0.11665545230628416
KSn,P4/mmm,-0.06601723717362296
Cr12Ta4,Pnma,0.27332368844326993
Cr4Nb2,I4_1/amd,0.48192557868091157
K6P2,I4/mmm,-0.10844306453719721
Ni2Sb,I4/mmm,-0.09370713995004938
CaP,Immm,-0.8147897059473337
CuMo,F-43m,1.9978086601672205
VBr3,P4/mmm,0.285611698004943
Pb2V4,Fd-3m,0.42000738639207214
AgP,F-43m,0.5370522972454537
Pd16Ta14,P4_2/mnm,-0.1683704491264867
Ag4Al8,P-1,-0.017369194398877852
Nb2Pt2,Pmma,-0.6457328310843167
Ca5P3,Cmmm,-0.9491693569273068
Ba5V,P4/mmm,0.532105161076012
AgAl2,Immm,0.07487501215994641
FeGa3,I4/mmm,0.06566730402681742
CrW3,P4/mmm,0.04771185997846494
Mo4P,Im-3m,0.7103721713880631
Mn2Sb4,I4_1/amd,0.21674929631554227
Mo4W2,C2/m,-0.0009316232710124458
Cu2Ga4,Cmcm,0.021313077913745815
Cu8Sn,I4/mmm,0.016800723578242582
Pb4V4,P2_13,0.5249129675022628
Na4Pt2,Fd-3m,0.243680765189211
AuGa,F-43m,-0.04451339842344204
Au2Cu,P4/mmm,0.08111985664253396
AgTa,F-43m,2.1461061385795173
Mn4Sn2,P6_3/mmc,0.07055378368000949
Fe4Ir8,I4_1/amd,-0.02852460175779707
Cu2Ge4,Pnnm,0.18749293608631076
Au4In2,Pnnm,0.06934863251705892
Ir3Ta,Pmmm,-0.3949713315041503
Cs3Fe,Fm-3m,0.7934928922294131
Pb2Sr4,Fd-3m,0.2314095017362637
FePb,F-43m,1.177480002338207
Ag5Al3,Amm2,-2.3398600290821077
As4Br12,P2_12_12_1,-0.7598932921626429
Ag4Al2,Pnnm,0.15849539713259198
Cr2Ta4,Pnnm,0.5251773362111992
Al3Sn5,Cmmm,0.13063753822995894
SmTh,P4/mmm,-0.22513258973160521
NbP2,I4/mmm,-0.2707179532971071
Sn2W2,P4/nmm,0.3048238265149621
AuYb,Fm-3m,-0.8982156585447809
ThI,Fm-3m,-0.28358395352536103
Ir12As17,I-43m,0.14615022022276639
Ir17As12,I-43m,0.37554843158963436
Ag5Al5,P-1,-0.020304508924382247
Mo26Nb2,Fm-3c,0.5742458390784151
Fe3As,Cmmm,0.17913337236701654
PtAs3,P4/mmm,0.20110174765242128
RbTa,Fm-3m,3.1517506112669618
WP,Pm-3m,-0.16436060550727127
Na2Pt2,Fd-3m,-0.013809896131160126
Ag3Al5,P1,-0.006153880245030052
Mo2W,I4/mmm,-0.0033045165627877773
Cu2Ge6,I4/mmm,0.3005277198815186
AgNa4,I4/m,0.00763262429641145
V3Ge,I4/mmm,-0.1837031005204537
Ag2In2,P4/nmm,0.020834611116260504
AuAs4,I4/mmm,0.36740093362663584
Pd3Ta,P4/mmm,-0.26754618967517363
AuCr2,I4/mmm,0.42766976569534404
Al3Cs,Fm-3m,0.6241376151474332
Au8In,I4/mmm,-0.056373013667435065
Ca4Mo2,Cmcm,0.4331016662409007
CePt,P-6m2,-0.656573058654736
Fe2V,Fmmm,-0.08078756050785667
Ca3Mo,Cmmm,0.8021335068030071
Ca2Rh,I4/mmm,-0.32589408116429536
V3Ge,P4/mmm,-0.22445720578016193
Nb2P,I4/mmm,-0.41513168042386067
SrTh,P-6m2,0.34738458136541706
GaPb,P-6m2,0.10096912359603483
CuGe2,I4/mmm,0.18612809207635964
PbSm,R-3m,-0.6981796142919414
Ni5Rh,Pmmm,0.023029934609058483
RhSr,F-43m,0.8294736320698664
WSb,Pm-3m,0.6432706149340781
AuV,Fm-3m,0.6925813456617407
Ir3V,P4/mmm,-0.02279920562917681
Au10Ga6,I4/mcm,-0.07874853316172414
Pb24V5,I-43m,0.43952772796450584
Cu6Pt5,P1,-0.1107428779714823
Fe6P3,P-62m,-0.5281060693301955
AlCs3,Fm-3m,0.36806871564686094
Fe2W2,I4_1/amd,0.22980413880979889
Au2Nb2,Cmcm,-0.06316565039986966
IrBr3,P4/mmm,1.0878837307028393
GaPt3,Pm-3m,-0.43674959418756654
Sr4Br8,Pnma,-2.1581744519040207
Al2P4,I4/mcm,-0.0696435490452103
Fe4Mo8,Pa-3,0.7435948269752863
Fe3Pa,Fm-3m,-0.12684347170634425
As4Br4,P2_13,0.414633324145425
InTh,R-3m,-0.13441462654325775
NbP2,I4/mmm,-0.6505311117964622
Ir5As,F-43m,0.7889308042601991
Ac3Mn,I4/mmm,-53.62881943695404
Fe18As6,Pmmn,-0.0030855285063147164
Cr8Ta4,Pnma,0.15526918089469532
W8Sb16,Fd-3m,0.6432572109632039
Nb6Pt2,Cmcm,0.6611398953307628
AlRh2,I4/mmm,-0.6362167693245576
AgMn3,P4/mmm,0.3029489061237731
RbU,Fm-3m,2.376284508072093
Ag6P2,Pm-3n,0.2600994596241142
Cu2Ta2,P4/nmm,0.051030941020064446
Cu4Pt7,P-1,-0.11409300600034168
In5Br,Cm,-0.12808379196432304
Sb6Ge2,Cmcm,0.2654197661846105
Au2In4,Pnnm,-0.15232626693817153
Al2Sn4,Pnnm,0.13873514634676928
CuTa,P4/mmm,0.2519668018756942
Au4Nb2,Cmcm,-0.057649155701086606
Ca2Ta2,I4_1/amd,0.8403941084517568
Ni2Ta,Fm-3m,0.37042137318045104
Ta12V4,Pnma,0.18171863006932298
NbV2,I4/mmm,0.04191190298572659
Sn4W2,I4_1/amd,0.7151859784880076
Cr2As2,P4/nmm,0.007712464075710024
Ag2Mn2,P4/nmm,0.2806231820436764
SnTa,F-43m,1.6490591314503904
AuP2,I4/mmm,-0.06711705367282406
Fe2Pb2,Pmmn,0.6902663060867562
AuIr3,Immm,0.37885257878428824
Au8Cu4,I4_1/amd,-0.013423669088216647
Al2V6,Pm-3n,-0.13658812998660164
Ag4Mn2,I4/mcm,0.39557111209568774
